date	TICKER	PRC	VOL	RET	TextBlobTitle	TextBlobBody	PRC1	VOL1	RET1	TextBlobTitle1	TextBlobBody1	PRC2	VOL2	RET2	TextBlobTitle2	TextBlobBody2	PRC3	VOL3	RET3	TextBlobTitle3	TextBlobBody3	PRC4	VOL4	RET4	TextBlobTitle4	TextBlobBody4	PRC5	VOL5	RET5	TextBlobTitle5	TextBlobBody5	PRC6	VOL6	RET6	TextBlobTitle6	TextBlobBody6
2020-01-10	MSFT	161.34	20709064	-0.004627	0.045454545454545456	0.06951151674617861	162.09	21375474.0	0.012493	-0.014393939393939402	-0.011663057705267975	160.09	27722052.0	0.015928	0.0	0.012165412805163561	157.58	21844325.0	-0.009118	0.13333333333333333	-0.06999999999999999	159.03	21156101.0	0.002585	0.0	0.0	158.62	21099013.0	-0.012452	0.3416666666666667	0.3103703703703704	160.62	22610236.0	0.018516	0.17083333333333334	0.23052076614288597
2020-01-13	MSFT	163.28	21611045	0.012024	0.0	0.030012270564791554	161.34	20709064.0	-0.004627	0.045454545454545456	0.06951151674617861	162.09	21375474.0	0.012493	-0.014393939393939402	-0.011663057705267975	160.09	27722052.0	0.015928	0.0	0.012165412805163561	157.58	21844325.0	-0.009118	0.13333333333333333	-0.06999999999999999	159.03	21156101.0	0.002585	0.0	0.0	158.62	21099013.0	-0.012452	0.3416666666666667	0.3103703703703704
2020-01-14	MSFT	162.13	23469298	-0.007043	0.03920454545454544	0.062122444530777844	163.28	21611045.0	0.012024	0.0	0.030012270564791554	161.34	20709064.0	-0.004627	0.045454545454545456	0.06951151674617861	162.09	21375474.0	0.012493	-0.014393939393939402	-0.011663057705267975	160.09	27722052.0	0.015928	0.0	0.012165412805163561	157.58	21844325.0	-0.009118	0.13333333333333333	-0.06999999999999999	159.03	21156101.0	0.002585	0.0	0.0
2020-01-15	MSFT	163.17999	21377516	0.006476	0.0	0.0	162.13	23469298.0	-0.007043	0.03920454545454544	0.062122444530777844	163.28	21611045.0	0.012024	0.0	0.030012270564791554	161.34	20709064.0	-0.004627	0.045454545454545456	0.06951151674617861	162.09	21375474.0	0.012493	-0.014393939393939402	-0.011663057705267975	160.09	27722052.0	0.015928	0.0	0.012165412805163561	157.58	21844325.0	-0.009118	0.13333333333333333	-0.06999999999999999
2020-01-16	MSFT	166.17	23832244	0.018323	-0.0092	0.03758902501091704	163.17999	21377516.0	0.006476	0.0	0.0	162.13	23469298.0	-0.007043	0.03920454545454544	0.062122444530777844	163.28	21611045.0	0.012024	0.0	0.030012270564791554	161.34	20709064.0	-0.004627	0.045454545454545456	0.06951151674617861	162.09	21375474.0	0.012493	-0.014393939393939402	-0.011663057705267975	160.09	27722052.0	0.015928	0.0	0.012165412805163561
2020-01-17	MSFT	167.10001	34329131	0.005597	0.06520675505050504	0.050387654658390874	166.17	23832244.0	0.018323	-0.0092	0.03758902501091704	163.17999	21377516.0	0.006476	0.0	0.0	162.13	23469298.0	-0.007043	0.03920454545454544	0.062122444530777844	163.28	21611045.0	0.012024	0.0	0.030012270564791554	161.34	20709064.0	-0.004627	0.045454545454545456	0.06951151674617861	162.09	21375474.0	0.012493	-0.014393939393939402	-0.011663057705267975
2020-01-21	MSFT	166.5	29508859	-0.003591	0.00333333333333332	0.02724055405226376	167.10001	34329131.0	0.005597	0.06520675505050504	0.050387654658390874	166.17	23832244.0	0.018323	-0.0092	0.03758902501091704	163.17999	21377516.0	0.006476	0.0	0.0	162.13	23469298.0	-0.007043	0.03920454545454544	0.062122444530777844	163.28	21611045.0	0.012024	0.0	0.030012270564791554	161.34	20709064.0	-0.004627	0.045454545454545456	0.06951151674617861
2020-01-22	MSFT	165.7	24078931	-0.004805	0.022727272727272717	0.09945436507936505	166.5	29508859.0	-0.003591	0.00333333333333332	0.02724055405226376	167.10001	34329131.0	0.005597	0.06520675505050504	0.050387654658390874	166.17	23832244.0	0.018323	-0.0092	0.03758902501091704	163.17999	21377516.0	0.006476	0.0	0.0	162.13	23469298.0	-0.007043	0.03920454545454544	0.062122444530777844	163.28	21611045.0	0.012024	0.0	0.030012270564791554
2020-01-23	MSFT	166.72	19641745	0.006156	-0.04333333333333333	0.026193441715211423	165.7	24078931.0	-0.004805	0.022727272727272717	0.09945436507936505	166.5	29508859.0	-0.003591	0.00333333333333332	0.02724055405226376	167.10001	34329131.0	0.005597	0.06520675505050504	0.050387654658390874	166.17	23832244.0	0.018323	-0.0092	0.03758902501091704	163.17999	21377516.0	0.006476	0.0	0.0	162.13	23469298.0	-0.007043	0.03920454545454544	0.062122444530777844
2020-01-24	MSFT	165.03999	24874100	-0.010077	-0.021111111111111112	0.021021627716182933	166.72	19641745.0	0.006156	-0.04333333333333333	0.026193441715211423	165.7	24078931.0	-0.004805	0.022727272727272717	0.09945436507936505	166.5	29508859.0	-0.003591	0.00333333333333332	0.02724055405226376	167.10001	34329131.0	0.005597	0.06520675505050504	0.050387654658390874	166.17	23832244.0	0.018323	-0.0092	0.03758902501091704	163.17999	21377516.0	0.006476	0.0	0.0
