PERMNO,date,PRC,RET
86755,20110516,57.399,-0.017309
86755,20110517,57.56,0.002805
86755,20110518,58.04,0.008339
86755,20110519,58.21,0.002929
86755,20110520,57.765,-0.007645
86755,20110523,56.92,-0.014628
86755,20110524,56.57,-0.006149
86755,20110525,56.79,0.003889
86755,20110526,57.1415,0.006189
86755,20110527,57.43,0.005049
86755,20110531,58.36,0.016194
86755,20110601,57.09,-0.021761
86755,20110602,57.21,0.002102
86755,20110603,56.35,-0.015032
86755,20110606,55.89,-0.008163
86755,20110607,55.79,-0.001789
86755,20110608,55.39,-0.00717
86755,20110609,55.485,0.001715
86755,20110610,54.64,-0.015229
86755,20110613,54.64,0
86755,20110614,55.34,0.012811
86755,20110615,54.29,-0.018974
86755,20110616,54.08,-0.003868
86755,20110617,53.79,-0.003129
86755,20110620,54.07,0.005205
86755,20110621,55.23,0.021454
86755,20110622,54.831,-0.007224
86755,20110623,55.34,0.009283
86755,20110624,54.38,-0.017347
86755,20110627,55.245,0.015907
86755,20110628,56.07,0.014933
86755,20110629,56.3,0.004102
86755,20110630,57.05,0.013321
86755,20110701,57.91,0.015075
86755,20110705,58.2,0.005008
86755,20110706,58.39,0.003265
86755,20110707,59.19,0.013701
86755,20110708,59.03,-0.002703
86755,20110711,57.96,-0.018126
86755,20110712,57.52,-0.007591
86755,20110713,57.76,0.004172
86755,20110714,57.09,-0.0116
86755,20110715,57.85,0.013312
86755,20110718,57.54,-0.005359
86755,20110719,58.85,0.022767
86755,20110720,58.6,-0.004248
86755,20110721,58.99,0.006655
86755,20110722,59.6,0.010341
86755,20110725,59.48,-0.002013
86755,20110726,59.625,0.002438
86755,20110727,58.09,-0.025744
86755,20110728,58.19,0.001721
86755,20110729,58,-0.003265
86755,20110801,57.73,-0.004655
86755,20110802,56.27,-0.02529
86755,20110803,56.81,0.009597
86755,20110804,54.17,-0.046471
86755,20110805,53.83,-0.006276
86755,20110808,50.59,-0.06019
86755,20110809,53.03,0.048231
86755,20110810,50.86,-0.04092
86755,20110811,53.1,0.044042
86755,20110812,53.57,0.008851
86755,20110815,54.36,0.014747
86755,20110816,53.9,-0.008462
86755,20110817,53.58,-0.005937
86755,20110818,50.95,-0.049085
86755,20110819,50.03,-0.018057
86755,20110822,50.21,0.003598
86755,20110823,52.28,0.041227
86755,20110824,52.69,0.007842
86755,20110825,51.83,-0.016322
86755,20110826,53.13,0.025082
86755,20110829,54.61,0.027856
86755,20110830,54.97,0.006592
86755,20110831,55.06,0.001637
86755,20110901,54.56,-0.009081
86755,20110902,53.28,-0.02346
86755,20110906,53.29,0.000188
86755,20110907,54.64,0.025333
86755,20110908,54.39,-0.004575
86755,20110909,53.18,-0.022247
86755,20110912,53.86,0.012787
86755,20110913,54.58,0.013368
86755,20110914,55.36,0.014291
86755,20110915,56.18,0.014812
86755,20110916,56.59,0.009155
86755,20110919,56.61,0.000353
86755,20110920,56.36,-0.004416
86755,20110921,55.38,-0.017388
86755,20110922,53.58,-0.032503
86755,20110923,54.15,0.010638
86755,20110926,54.78,0.011634
86755,20110927,55.35,0.010405
86755,20110928,54.53,-0.014815
86755,20110929,53.88,-0.01192
86755,20110930,52.49,-0.025798
86755,20111003,51.14,-0.025719
86755,20111004,52.19,0.020532
86755,20111005,53.53,0.025675
86755,20111006,54.43,0.016813
86755,20111007,54.07,-0.006614
86755,20111010,55.94,0.034585
86755,20111011,56.32,0.006793
86755,20111012,56.6,0.004972
86755,20111013,57.12,0.009187
86755,20111014,58.18,0.018557
86755,20111017,57.28,-0.015469
86755,20111018,57.99,0.012395
86755,20111019,56.87,-0.019314
86755,20111020,56.59,-0.004923
86755,20111021,57.3,0.012546
86755,20111024,58.49,0.020768
86755,20111025,57.34,-0.019662
86755,20111026,57.27,-0.001221
86755,20111027,58.85,0.027589
86755,20111028,58.94,0.001529
86755,20111031,57.95,-0.016797
86755,20111101,56.44,-0.026057
86755,20111102,56.92,0.008505
86755,20111103,58.1,0.020731
86755,20111104,57.8,-0.005163
86755,20111107,58.21,0.007093
86755,20111108,58.88,0.01151
86755,20111109,56.81,-0.035156
86755,20111110,56.78,-0.000528
86755,20111111,57.85,0.018845
86755,20111114,57.49,-0.006223
86755,20111115,58.13,0.011132
86755,20111116,57.17,-0.016515
86755,20111117,55.83,-0.023439
86755,20111118,55.4,-0.007702
86755,20111121,54.34,-0.019134
86755,20111122,54.52,0.003312
86755,20111123,53.29,-0.022561
86755,20111125,52.88,-0.007694
86755,20111128,54.72,0.034796
86755,20111129,54.38,-0.006213
86755,20111130,56.39,0.036962
86755,20111201,56.78,0.006916
86755,20111202,56.62,-0.002818
86755,20111205,57.24,0.01095
86755,20111206,57.08,-0.002795
86755,20111207,57.08,0
86755,20111208,56.12,-0.016819
86755,20111209,57.02,0.016037
86755,20111212,56.38,-0.011224
86755,20111213,55.76,-0.010997
86755,20111214,54.89,-0.015603
86755,20111215,54.74,-0.002733
86755,20111216,54.86,0.005125
86755,20111219,54.32,-0.009843
86755,20111220,55.93,0.029639
86755,20111221,55.13,-0.014304
86755,20111222,55.6,0.008525
86755,20111223,56.08,0.008633
86755,20111227,56.24,0.002853
86755,20111228,55.59,-0.011558
86755,20111229,55.99,0.007196
86755,20111230,55.83,-0.002858
86755,20120103,56.9,0.019165
86755,20120104,57.14,0.004218
86755,20120105,57.61,0.008225
86755,20120106,57.81,0.003472
86755,20120109,57.62,-0.003287
86755,20120110,58.04,0.007289
86755,20120111,58.16,0.002068
86755,20120112,58.39,0.003955
86755,20120113,58.18,-0.003596
86755,20120117,58.71,0.00911
86755,20120118,59.49,0.013286
86755,20120119,59.86,0.00622
86755,20120120,59.77,-0.001504
86755,20120123,59.79,0.000335
86755,20120124,59.68,-0.00184
86755,20120125,60.43,0.012567
86755,20120126,60.22,-0.003475
86755,20120127,60.4,0.002989
86755,20120130,60.45,0.000828
86755,20120131,60.53,0.001323
86755,20120201,61.02,0.008095
86755,20120202,61.21,0.003114
86755,20120203,62.05,0.013723
86755,20120206,62,-0.000806
86755,20120207,62.13,0.002097
86755,20120208,62.46,0.005311
86755,20120209,62.91,0.007205
86755,20120210,62.475,-0.006915
86755,20120213,63.05,0.009204
86755,20120214,63.21,0.002538
86755,20120215,62.77,-0.006961
86755,20120216,63.63,0.013701
86755,20120217,63.43,-0.003143
86755,20120221,63.61,0.002838
86755,20120222,63.32,-0.004559
86755,20120223,63.74,0.006633
86755,20120224,63.96,0.003451
86755,20120227,64.05,0.001407
86755,20120228,64.7,0.010148
86755,20120229,64.41,-0.004482
86755,20120301,64.92,0.007918
86755,20120302,64.87,-0.00077
86755,20120305,64.2,-0.010328
86755,20120306,63.57,-0.009813
86755,20120307,64.06,0.007708
86755,20120308,64.75,0.010771
86755,20120309,65.02,0.00417
86755,20120312,65.05,0.000461
86755,20120313,66.26,0.018601
86755,20120314,66.49,0.003471
86755,20120315,66.68,0.002858
86755,20120316,66.52,-0.000707
86755,20120319,66.99,0.007066
86755,20120320,67.11,0.001791
86755,20120321,67.12,0.000149
86755,20120322,66.98,-0.002086
86755,20120323,66.939,-0.000612
86755,20120326,68.11,0.017494
86755,20120327,68.21,0.001468
86755,20120328,67.938,-0.003988
86755,20120329,67.68,-0.003798
86755,20120330,67.55,-0.001921
86755,20120402,68.25,0.010363
86755,20120403,68.23,-0.000293
86755,20120404,67.3,-0.01363
86755,20120405,67.72,0.006241
86755,20120409,67.21,-0.007531
86755,20120410,66.13,-0.016069
86755,20120411,66.45,0.004839
86755,20120412,67.205,0.011362
86755,20120413,66.19,-0.015103
86755,20120416,65.45,-0.01118
86755,20120417,66.78,0.020321
86755,20120418,66.61,-0.002546
86755,20120419,65.86,-0.01126
86755,20120420,65.68,-0.002733
86755,20120423,65.08,-0.009135
86755,20120424,64.73,-0.005378
86755,20120425,66.45,0.026572
86755,20120426,66.84,0.005869
86755,20120427,67.24,0.005984
86755,20120430,66.76,-0.007139
86755,20120501,66.87,0.001648
86755,20120502,67.06,0.002841
86755,20120503,66.35,-0.010588
86755,20120504,64.7,-0.024868
86755,20120507,64.76,0.000927
86755,20120508,64.52,-0.003706
86755,20120509,64.321,-0.003084
86755,20120510,64.19,-0.002037
86755,20120511,64.18,-0.000156
86755,20120514,63.58,-0.009349
86755,20120515,63.37,-0.003303
86755,20120516,62.94,-0.006786
86755,20120517,61.61,-0.021131
86755,20120518,60.81,-0.012985
86755,20120521,62.51,0.027956
86755,20120522,62.44,-0.00112
86755,20120523,62.56,0.001922
86755,20120524,62.15,-0.006554
86755,20120525,62.07,-0.001287
86755,20120529,62.86,0.012728
86755,20120530,62.33,-0.008431
86755,20120531,62.06,-0.004332
86755,20120601,60.409,-0.026603
86755,20120604,60.87,0.007631
86755,20120605,61.12,0.004107
86755,20120606,62.52,0.022906
86755,20120607,62.27,-0.003999
86755,20120608,62.87,0.009635
86755,20120611,61.805,-0.01694
86755,20120612,62.56,0.012216
86755,20120613,62.13,-0.006873
86755,20120614,62.36,0.003702
86755,20120615,62.99,0.012398
86755,20120618,63.58,0.009367
86755,20120619,64.239,0.010365
86755,20120620,64.29,0.000794
86755,20120621,62.69,-0.024887
86755,20120622,63.35,0.010528
86755,20120625,62.13,-0.019258
86755,20120626,62.52,0.006277
86755,20120627,62.9,0.006078
86755,20120628,62.2,-0.011129
86755,20120629,64.16,0.031511
86755,20120702,64.35,0.002961
86755,20120703,64.89,0.008392
86755,20120705,64.93,0.000616
86755,20120706,64.12,-0.012475
86755,20120709,64,-0.001872
86755,20120710,63.37,-0.009844
86755,20120711,63.02,-0.005523
86755,20120712,62.43,-0.009362
86755,20120713,63.38,0.015217
86755,20120716,63.2,-0.00284
86755,20120717,63.53,0.005221
86755,20120718,64.39,0.013537
86755,20120719,65.1,0.011027
86755,20120720,64.235,-0.013287
86755,20120723,63.46,-0.012065
86755,20120724,62.96,-0.007879
86755,20120725,62.54,-0.006671
86755,20120726,63.37,0.013271
86755,20120727,64.87,0.023671
86755,20120730,64.82,-0.000771
86755,20120731,64.8,-0.000308
86755,20120801,64.61,-0.002932
86755,20120802,64.38,-0.00356
86755,20120803,65.6,0.01895
86755,20120806,66.1,0.007622
86755,20120807,66.65,0.008321
86755,20120808,66.62,-0.00045
86755,20120809,66.82,0.003002
86755,20120810,66.86,0.000599
86755,20120813,67.02,0.002393
86755,20120814,67.05,0.000448
86755,20120815,67.22,0.002535
86755,20120816,68.02,0.011901
86755,20120817,68.32,0.004411
86755,20120820,68.42,0.001464
86755,20120821,68.15,-0.003946
86755,20120822,68.43,0.004109
86755,20120823,67.87,-0.008184
86755,20120824,68.29,0.006188
86755,20120827,68.4,0.001611
86755,20120828,68.4,0
86755,20120829,68.4,0
86755,20120830,67.71,-0.010088
86755,20120831,68.16,0.006646
86755,20120904,68.09,-0.001027
86755,20120905,68.02,-0.001028
86755,20120906,69.53,0.022199
86755,20120907,69.43,-0.001438
86755,20120910,68.54,-0.012819
86755,20120911,68.43,-0.001605
86755,20120912,68.632,0.002952
86755,20120913,69.56,0.013521
86755,20120914,70.18,0.008913
86755,20120917,70.21,0.000427
86755,20120918,70.27,0.000855
86755,20120919,70.4,0.00185
86755,20120920,70.33,-0.000994
86755,20120921,70.15,0.000287
86755,20120924,69.735,-0.005916
86755,20120925,68.76,-0.013981
86755,20120926,68.2,-0.008144
86755,20120927,69.14,0.013783
86755,20120928,68.57,-0.008244
86755,20121001,68.47,-0.001458
86755,20121002,68.67,0.002921
86755,20121003,69.11,0.006407
86755,20121004,69.35,0.003473
86755,20121005,68.98,-0.005335
86755,20121008,68.35,-0.009133
86755,20121009,67.2592,-0.015959
86755,20121010,66.92,-0.005043
86755,20121011,66.71,-0.003138
86755,20121012,66.68,-0.00045
86755,20121015,67.17,0.007348
86755,20121016,68.12,0.014143
86755,20121017,68.08,-0.000587
86755,20121018,67.29,-0.011604
86755,20121019,65.68,-0.023926
86755,20121022,66.02,0.005177
86755,20121023,65.39,-0.009543
86755,20121024,65.164,-0.003456
86755,20121025,65.16,-0.000061
86755,20121026,65.35,0.002916
86755,20121031,64.95,-0.006121
86755,20121101,65.8729,0.014209
86755,20121102,65.17,-0.010671
86755,20121105,65.6,0.006598
86755,20121106,65.72,0.001829
86755,20121107,64.17,-0.023585
86755,20121108,63.16,-0.015739
86755,20121109,63.43,0.004275
86755,20121112,63.42,-0.000158
86755,20121113,62.98,-0.006938
86755,20121114,62.24,-0.01175
86755,20121115,62.0299,-0.003376
86755,20121116,62.3,0.004354
86755,20121119,63.7806,0.023766
86755,20121120,63.8,0.000304
86755,20121121,63.93,0.002038
86755,20121123,64.9,0.015173
86755,20121126,65.181,0.00433
86755,20121127,64.96,-0.003391
86755,20121128,65.52,0.008621
86755,20121129,65.91,0.005952
86755,20121130,65.8,-0.001669
86755,20121203,65.67,-0.001976
86755,20121204,65.63,-0.000609
86755,20121205,64.9032,-0.011074
86755,20121206,65.32,0.006422
86755,20121207,64.93,-0.005971
86755,20121210,65.12,0.002926
86755,20121211,65.97,0.013053
86755,20121212,65.83,-0.002122
86755,20121213,65.3111,-0.007883
86755,20121214,64.69,-0.00951
86755,20121217,65.55,0.013294
86755,20121218,66.5472,0.015213
86755,20121219,66.2605,-0.004308
86755,20121220,66.26,-0.000007
86755,20121221,65.2,-0.010464
86755,20121224,65.07,-0.001994
86755,20121226,64.5,-0.00876
86755,20121227,64.4,-0.00155
86755,20121228,63.78,-0.009627
86755,20121231,65.1301,0.021168
86755,20130102,67.2,0.031781
86755,20130103,66.8521,-0.005177
86755,20130104,66.63,-0.003322
86755,20130107,66.6504,0.000306
86755,20130108,66.52,-0.001957
86755,20130109,66.77,0.003758
86755,20130110,67.17,0.005991
86755,20130111,67.26,0.00134
86755,20130114,66.96,-0.00446
86755,20130115,66.63,-0.004928
86755,20130116,66.9,0.004052
86755,20130117,67.22,0.004783
86755,20130118,67.07,-0.002232
86755,20130122,67.18,0.00164
86755,20130123,67.59,0.006103
86755,20130124,66.66,-0.013759
86755,20130125,67,0.0051
86755,20130128,67.15,0.002239
86755,20130129,67.16,0.000149
86755,20130130,67.02,-0.002085
86755,20130131,66.87,-0.002238
86755,20130201,67.66,0.011814
86755,20130204,66.48,-0.01744
86755,20130205,67.46,0.014741
86755,20130206,67.24,-0.003261
86755,20130207,67.3,0.000892
86755,20130208,67.99,0.010253
86755,20130211,68.01,0.000294
86755,20130212,67.73,-0.004117
86755,20130213,67.97,0.003543
86755,20130214,67.95,-0.000294
86755,20130215,67.75,-0.002943
86755,20130219,68.24,0.007232
86755,20130220,67.19,-0.015387
86755,20130221,66.47,-0.010716
86755,20130222,67.139,0.010065
86755,20130225,66.31,-0.012348
86755,20130226,66.56,0.00377
86755,20130227,67.239,0.010201
86755,20130228,67.1,-0.002067
86755,20130301,67.38,0.004173
86755,20130304,67.68,0.004452
86755,20130305,68.68,0.014775
86755,20130306,68.51,-0.002475
86755,20130307,68.69,0.002627
86755,20130308,68.77,0.001165
86755,20130311,68.97,0.002908
86755,20130312,68.72,-0.003625
86755,20130313,68.63,-0.00131
86755,20130314,68.86,0.003351
86755,20130315,68.51,-0.002769
86755,20130318,68.36,-0.002189
86755,20130319,68.23,-0.001902
86755,20130320,68.709,0.00702
86755,20130321,67.93,-0.011338
86755,20130322,68.59,0.009716
86755,20130325,68.34,-0.003645
86755,20130326,68.71,0.005414
86755,20130327,68.801,0.001324
86755,20130328,68.97,0.002456
86755,20130401,68.5,-0.006815
86755,20130402,69.04,0.007883
86755,20130403,68.41,-0.009125
86755,20130404,68.43,0.000292
86755,20130405,67.861,-0.008315
86755,20130408,68.22,0.00529
86755,20130409,68.68,0.006743
86755,20130410,70.015,0.019438
86755,20130411,69.99,-0.000357
86755,20130412,69.94,-0.000714
86755,20130415,68.56,-0.019731
86755,20130416,69.47,0.013273
86755,20130417,68.115,-0.019505
86755,20130418,67.169,-0.013888
86755,20130419,68.09,0.013712
86755,20130422,68.79,0.010281
86755,20130423,69.45,0.009594
86755,20130424,69.42,-0.000432
86755,20130425,69.79,0.00533
86755,20130426,69.57,-0.003152
86755,20130429,70.21,0.009199
86755,20130430,70.72,0.007264
86755,20130501,70.39,-0.004666
86755,20130502,71.28,0.012644
86755,20130503,72.12,0.011785
86755,20130506,72.4,0.003882
86755,20130507,72.36,-0.000552
86755,20130508,72.71,0.004837
86755,20130509,72.6065,-0.001423
86755,20130510,73.05,0.006108
86755,20130513,73.14,0.001232
86755,20130514,73.52,0.005195
86755,20130515,73.67,0.00204
86755,20130516,73.59,-0.001086
86755,20130517,74.3,0.009648
86755,20130520,74.19,-0.00148
86755,20130521,74.27,0.001078
86755,20130522,73.619,-0.008765
86755,20130523,73.45,-0.002296
86755,20130524,73.41,-0.000544
86755,20130528,73.89,0.006539
86755,20130529,73.54,-0.004737
86755,20130530,73.93,0.005303
86755,20130531,73.25,-0.009198
86755,20130603,73.38,0.001775
86755,20130604,73,-0.005178
86755,20130605,72.05,-0.013014
86755,20130606,72.4,0.004858
86755,20130607,73.39,0.013674
86755,20130610,73.42,0.000409
86755,20130611,72.69,-0.009943
86755,20130612,71.85,-0.011556
86755,20130613,72.76,0.012665
86755,20130614,72.28,-0.006597
86755,20130617,72.98,0.009685
86755,20130618,73.58,0.008221
86755,20130619,72.76,-0.011144
86755,20130620,71.025,-0.023846
86755,20130621,70.43,-0.005229
86755,20130624,69.73,-0.009939
86755,20130625,70.24,0.007314
86755,20130626,70.87,0.008969
86755,20130627,71.17,0.004233
86755,20130628,71.27,0.001405
86755,20130701,71.71,0.006174
86755,20130702,71.74,0.000418
86755,20130703,72.031,0.004056
86755,20130705,72.58,0.007622
86755,20130708,72.65,0.000964
86755,20130709,73.09,0.006056
86755,20130710,73.51,0.005746
86755,20130711,74.97,0.019861
86755,20130712,75.3,0.004402
86755,20130715,75.47,0.002258
86755,20130716,75.37,-0.001325
86755,20130717,75.56,0.002521
86755,20130718,75.37,-0.002514
86755,20130719,74.59,-0.010349
86755,20130722,74.81,0.002949
86755,20130723,74.26,-0.007352
86755,20130724,74.5,0.003232
86755,20130725,74.97,0.006309
86755,20130726,75.37,0.005335
86755,20130729,75.23,-0.001857
86755,20130730,75.63,0.005317
86755,20130731,75.77,0.001851
86755,20130801,76.54,0.010162
86755,20130802,76.97,0.005618
86755,20130805,77.02,0.00065
86755,20130806,76.56,-0.005972
86755,20130807,76.42,-0.001829
86755,20130808,76.8,0.004973
86755,20130809,76.49,-0.004037
86755,20130812,76.67,0.002353
86755,20130813,77.1,0.005608
86755,20130814,76.81,-0.003761
86755,20130815,75.51,-0.016925
86755,20130816,75.485,-0.000331
86755,20130819,75.35,-0.001788
86755,20130820,75.68,0.00438
86755,20130821,75.42,-0.003436
86755,20130822,76.16,0.009812
86755,20130823,76.67,0.006696
86755,20130826,76.71,0.000522
86755,20130827,75.14,-0.020467
86755,20130828,75.43,0.003859
86755,20130829,75.96,0.007026
86755,20130830,75.47,-0.006451
86755,20130903,75.9,0.005698
86755,20130904,76.71,0.010672
86755,20130905,76.84,0.001695
86755,20130906,76.93,0.001171
86755,20130909,77.83,0.011699
86755,20130910,78.21,0.004882
86755,20130911,78.06,-0.001918
86755,20130912,78.01,-0.00064
86755,20130913,78.06,0.000641
86755,20130916,77.85,-0.00269
86755,20130917,78.37,0.00668
86755,20130918,79.31,0.011994
86755,20130919,79.5,0.002396
86755,20130920,78.985,-0.003488
86755,20130923,78.83,-0.001962
86755,20130924,78.83,0
86755,20130925,78.56,-0.003425
86755,20130926,79.17,0.007765
86755,20130927,79.07,-0.001263
86755,20130930,78.88,-0.002403
86755,20131001,79.68,0.010142
86755,20131002,79.65,-0.000376
86755,20131003,78.72,-0.011676
86755,20131004,79.4,0.008638
86755,20131007,78.74,-0.008312
86755,20131008,77.22,-0.019304
86755,20131009,76.98,-0.003108
86755,20131010,78.61,0.021174
86755,20131011,79.23,0.007887
86755,20131014,79.79,0.007068
86755,20131015,79.48,-0.003885
86755,20131016,80.38,0.011324
86755,20131017,80.84,0.005723
86755,20131018,82.15,0.016205
86755,20131021,82.33,0.002191
86755,20131022,82.45,0.001457
86755,20131023,81.95,-0.006064
86755,20131024,82.31,0.004393
86755,20131025,82.9,0.007168
86755,20131028,82.92,0.000241
86755,20131029,83.06,0.001688
86755,20131030,82.98,-0.000963
86755,20131031,82.79,-0.00229
86755,20131101,82.81,0.000242
86755,20131104,82.93,0.001449
86755,20131105,83.02,0.001085
86755,20131106,83,-0.000241
86755,20131107,81.44,-0.018795
86755,20131108,82.54,0.013507
86755,20131111,82.41,-0.001575
86755,20131112,82.54,0.001577
86755,20131113,83.54,0.012115
86755,20131114,83.8,0.003112
86755,20131115,83.96,0.001909
86755,20131118,83.14,-0.009767
86755,20131119,82.9,-0.002887
86755,20131120,82.7,-0.002413
86755,20131121,83.54,0.010157
86755,20131122,83.99,0.005387
86755,20131125,84.19,0.002381
86755,20131126,84.63,0.005226
86755,20131127,85.22,0.006972
86755,20131129,85.73,0.005985
86755,20131202,85.48,-0.002916
86755,20131203,85.41,-0.000819
86755,20131204,85.49,0.000937
86755,20131205,85.38,-0.001287
86755,20131206,86,0.007262
86755,20131209,86.35,0.00407
86755,20131210,86.29,-0.000695
86755,20131211,85.18,-0.012864
86755,20131212,84.96,-0.002583
86755,20131213,84.85,-0.001295
86755,20131216,85.32,0.005539
86755,20131217,85.15,-0.001992
86755,20131218,86.14,0.011627
86755,20131219,85.9,-0.002786
86755,20131220,86.5,0.010156
86755,20131223,87.41,0.01052
86755,20131224,87.45,0.000458
86755,20131226,87.74,0.003316
86755,20131227,87.52,-0.002507
86755,20131230,87.39,-0.001485
86755,20131231,87.96,0.006522
86755,20140102,87.27,-0.007845
86755,20140103,86.64,-0.007219
86755,20140106,86.32,-0.003693
86755,20140107,87.12,0.009268
86755,20140108,87.31,0.002181
86755,20140109,87.02,-0.003322
86755,20140110,87.3,0.003218
86755,20140113,86.01,-0.014777
86755,20140114,87.65,0.019068
86755,20140115,88.37,0.008215
86755,20140116,88.38,0.000113
86755,20140117,87.88,-0.005657
86755,20140121,88.55,0.007624
86755,20140122,88.78,0.002597
86755,20140123,88.48,-0.003379
86755,20140124,86.74,-0.019666
86755,20140127,85.9,-0.009684
86755,20140128,85.85,-0.000582
86755,20140129,84.93,-0.010716
86755,20140130,86.5,0.018486
86755,20140131,86.27,-0.002659
86755,20140203,84.29,-0.022951
86755,20140204,84.91,0.007356
86755,20140205,84.69,-0.002591
86755,20140206,85.77,0.012752
86755,20140207,87.3,0.017838
86755,20140210,87.8,0.005727
86755,20140211,88.8,0.01139
86755,20140212,88.97,0.001914
86755,20140213,89.63,0.007418
86755,20140214,89.81,0.002008
86755,20140218,90.25,0.004899
86755,20140219,89.63,-0.00687
86755,20140220,90.05,0.004686
86755,20140221,89.93,-0.001333
86755,20140224,90.41,0.005338
86755,20140225,90.31,-0.001106
86755,20140226,90.23,-0.000886
86755,20140227,90.44,0.006463
86755,20140228,90.34,-0.001106
86755,20140303,89.67,-0.007416
86755,20140304,90.81,0.012713
86755,20140305,91.06,0.002753
86755,20140306,90.98,-0.000878
86755,20140307,90.53,-0.004946
86755,20140310,90.61,0.000884
86755,20140311,90.22,-0.004304
86755,20140312,90.56,0.003769
86755,20140313,89.28,-0.014134
86755,20140314,88.67,-0.006832
86755,20140317,89.45,0.008797
86755,20140318,90.53,0.012074
86755,20140319,90.04,-0.005413
86755,20140320,90.29,0.002777
86755,20140321,89,-0.012005
86755,20140324,88.22,-0.008764
86755,20140325,88.51,0.003287
86755,20140326,87.37,-0.01288
86755,20140327,86.879,-0.00562
86755,20140328,87.05,0.001968
86755,20140331,87.67,0.007122
86755,20140401,89.21,0.017566
86755,20140402,89.44,0.002578
86755,20140403,88.73,-0.007938
86755,20140404,86.37,-0.026598
86755,20140407,85.55,-0.009494
86755,20140408,86.34,0.009234
86755,20140409,87.82,0.017142
86755,20140410,85.1,-0.030972
86755,20140411,84.11,-0.011633
86755,20140414,84.77,0.007847
86755,20140415,85.0501,0.003304
86755,20140416,86.18,0.013285
86755,20140417,86.2,0.000232
86755,20140421,86.84,0.007425
86755,20140422,87.53,0.007946
86755,20140423,86.76,-0.008797
86755,20140424,87.59,0.009567
86755,20140425,86.19,-0.015983
86755,20140428,86.47,0.003249
86755,20140429,87.16,0.00798
86755,20140430,87.39,0.002639
86755,20140501,87.65,0.002975
86755,20140502,87.49,-0.001825
86755,20140505,87.95,0.005258
86755,20140506,86.81,-0.012962
86755,20140507,86.56,-0.00288
86755,20140508,86.48,-0.000924
86755,20140509,86.8,0.0037
86755,20140512,88.23,0.016475
86755,20140513,88.29,0.00068
86755,20140514,87.83,-0.00521
86755,20140515,87.135,-0.007913
86755,20140516,87.71,0.006599
86755,20140519,88.32,0.006955
86755,20140520,88,-0.003623
86755,20140521,88.84,0.009545
86755,20140522,89.23,0.00439
86755,20140523,89.88,0.007284
86755,20140527,91.001,0.012472
86755,20140528,90.72,-0.003088
86755,20140529,91.3,0.006393
86755,20140530,91.31,0.000109
86755,20140602,91.22,-0.000986
86755,20140603,91.18,-0.000439
86755,20140604,91.52,0.003729
86755,20140605,92.29,0.008414
86755,20140606,92.82,0.005743
86755,20140609,92.75,-0.000754
86755,20140610,92.91,0.001725
86755,20140611,92.89,-0.000215
86755,20140612,92.05,-0.009043
86755,20140613,92.32,0.002933
86755,20140616,92.4,0.000867
86755,20140617,92.45,0.000541
86755,20140618,92.97,0.005625
86755,20140619,92.91,-0.000645
86755,20140620,92.77,0.001174
86755,20140623,92.79,0.000216
86755,20140624,92.7,-0.00097
86755,20140625,93.29,0.006365
86755,20140626,93.34,0.000536
86755,20140627,93.75,0.004393
86755,20140630,93.91,0.001707
86755,20140701,94.94,0.010968
86755,20140702,95.1,0.001685
86755,20140703,95.7,0.006309
86755,20140707,95.41,-0.00303
86755,20140708,94.26,-0.012053
86755,20140709,94.96,0.007426
86755,20140710,94.66,-0.003159
86755,20140711,95.27,0.006444
86755,20140714,95.84,0.005983
86755,20140715,95.51,-0.003443
86755,20140716,95.89,0.003979
86755,20140717,94.619,-0.013255
86755,20140718,96.12,0.015864
86755,20140721,96,-0.001248
86755,20140722,96.61,0.006354
86755,20140723,97.227,0.006386
86755,20140724,97.12,-0.0011
86755,20140725,96.74,-0.003913
86755,20140728,96.77,0.00031
86755,20140729,96.6,-0.001757
86755,20140730,96.98,0.003934
86755,20140731,95.02,-0.02021
86755,20140801,94.67,-0.003683
86755,20140804,95.32,0.006866
86755,20140805,94.59,-0.007658
86755,20140806,94.52,-0.00074
86755,20140807,94.22,-0.003174
86755,20140808,94.9,0.007217
86755,20140811,95.46,0.005901
86755,20140812,95.42,-0.000419
86755,20140813,96.43,0.010585
86755,20140814,96.93,0.005185
86755,20140815,97.4,0.004849
86755,20140818,98.15,0.0077
86755,20140819,98.7,0.005604
86755,20140820,98.7,0
86755,20140821,98.9,0.002026
86755,20140822,99.05,0.001517
86755,20140825,99.4,0.003534
86755,20140826,99.5,0.001006
86755,20140827,99.52,0.000201
86755,20140828,99.41,-0.001105
86755,20140829,99.78,0.003722
86755,20140902,100.07,0.002906
86755,20140903,99.48,-0.005896
86755,20140904,99.39,-0.000905
86755,20140905,99.89,0.005031
86755,20140908,100.08,0.001902
86755,20140909,99.25,-0.008293
86755,20140910,100.07,0.008262
86755,20140911,99.99,-0.000799
86755,20140912,99.48,-0.0051
86755,20140915,98.52,-0.00965
86755,20140916,99.38,0.008729
86755,20140917,99.53,0.001509
86755,20140918,100.28,0.007535
86755,20140919,99.98,-0.00062
86755,20140922,99.05,-0.009302
86755,20140923,98.78,-0.002726
86755,20140924,99.84,0.010731
86755,20140925,97.74,-0.021034
86755,20140926,98.78,0.01064
86755,20140929,98.65,-0.001316
86755,20140930,98.79,0.001419
86755,20141001,97.21,-0.015994
86755,20141002,97.21,0
